time,engineEngaged,engineState,engineSpeed,enginePID,engineP,engineI,engineD,primaryState,primaryEnc,primaryLC,primaryPID,secondaryState,secondaryEnc,secondaryLC,secondaryPID
196764133,false,1,1841,0,0,0,0,4,5976,2,0,4,11750,-88,0
196774135,false,1,1840,0,0,0,0,4,5975,2,1,4,11750,-88,0
196784134,false,1,1841,0,0,0,0,4,5975,2,1,4,11750,-88,0
196794136,false,1,1840,0,0,0,0,4,5976,2,0,4,11750,-88,0
196804136,false,1,1840,0,0,0,0,4,5976,2,0,4,11750,-88,0
196814136,false,1,1841,0,0,0,0,4,5976,2,0,4,11750,-88,0
196824132,false,1,1837,0,0,0,0,4,5976,2,0,4,11750,-88,0
196834132,false,1,1837,0,0,0,0,4,5976,2,0,4,11750,-88,0
196844134,false,1,1835,0,0,0,0,4,5976,2,0,4,11750,-88,0
196854135,false,1,1832,0,0,0,0,4,5976,2,0,4,11750,-88,0
196864136,false,1,1828,0,0,0,0,4,5976,2,0,4,11750,-88,0
196874134,false,1,1819,0,0,0,0,4,5976,3,0,4,11750,-88,0
196884135,false,1,1814,0,0,0,0,4,5975,3,1,4,11750,-88,0
196894136,false,1,1810,0,0,0,0,4,5975,3,1,4,11750,-88,0
196904138,false,1,1806,0,0,0,0,4,5976,3,0,4,11750,-88,0
196914133,false,1,1803,0,0,0,0,4,5976,3,0,4,11750,-88,0
196924135,false,1,1792,0,0,0,0,4,5976,3,0,4,11750,-88,0
196934137,false,1,1787,0,0,0,0,4,5976,3,0,4,11750,-88,0
196944138,false,1,1783,0,0,0,0,4,5976,3,0,4,11750,-88,0
196954138,false,1,1780,0,0,0,0,4,5976,3,0,4,11750,-88,0
196964136,false,1,1775,0,0,0,0,4,5975,3,1,4,11750,-88,0
196974138,false,1,1770,0,0,0,0,4,5976,3,0,4,11750,-88,0
196984133,false,1,1768,0,0,0,0,4,5976,3,0,4,11750,-88,0
196994134,false,1,1772,0,0,0,0,4,5976,3,0,4,11750,-88,0
