time,engineEngaged,engineState,engineSpeed,enginePID,engineP,engineI,engineD,primaryState,primaryEnc,primaryLC,primaryPID,secondaryState,secondaryEnc,secondaryLC,secondaryPID
40454136,false,1,1775,0,0,0,0,4,5991,2,0,4,14179,-111,0
40464137,false,1,1775,0,0,0,0,4,5991,2,0,4,14179,-111,0
40474132,false,1,1779,0,0,0,0,4,5991,2,0,4,14179,-111,0
40484133,false,1,1782,0,0,0,0,4,5991,2,0,4,14179,-111,0
40494134,false,1,1789,0,0,0,0,4,5991,2,0,4,14179,-111,0
40504135,false,1,1791,0,0,0,0,4,5991,2,0,4,14179,-111,0
40514135,false,1,1794,0,0,0,0,4,5991,2,0,4,14179,-111,0
40524133,false,1,1797,0,0,0,0,4,5991,2,0,4,14179,-111,0
40534134,false,1,1801,0,0,0,0,4,5991,2,0,4,14179,-111,0
40544135,false,1,1807,0,0,0,0,4,5991,2,0,4,14179,-111,0
40554136,false,1,1810,0,0,0,0,4,5991,2,0,4,14179,-111,0
40564137,false,1,1813,0,0,0,0,4,5991,2,0,4,14179,-111,0
40574132,false,1,1816,0,0,0,0,4,5991,2,0,4,14179,-111,0
40584133,false,1,1820,0,0,0,0,4,5991,2,0,4,14179,-111,0
40594135,false,1,1827,0,0,0,0,4,5991,2,0,4,14179,-111,0
40604136,false,1,1828,0,0,0,0,4,5991,2,0,4,14179,-111,0
40614136,false,1,1832,0,0,0,0,4,5991,2,0,4,14179,-111,0
40624135,false,1,1835,0,0,0,0,4,5991,2,0,4,14179,-111,0
40634136,false,1,1834,0,0,0,0,4,5991,2,0,4,14179,-111,0
40644137,false,1,1835,0,0,0,0,4,5991,2,0,4,14179,-111,0
40654132,false,1,1837,0,0,0,0,4,5991,2,0,4,14179,-111,0
40664133,false,1,1839,0,0,0,0,4,5991,2,0,4,14179,-111,0
40674133,false,1,1840,0,0,0,0,4,5991,2,0,4,14179,-111,0
40684135,false,1,1832,0,0,0,0,4,5991,2,0,4,14179,-111,0
40694136,false,1,1825,0,0,0,0,4,5991,2,0,4,14179,-111,0
40704137,false,1,1823,0,0,0,0,4,5991,2,0,4,14179,-111,0
40714135,false,1,1813,0,0,0,0,4,5991,2,0,4,14179,-111,0
40724136,false,1,1808,0,0,0,0,4,5991,2,0,4,14179,-111,0
40734138,false,1,1795,0,0,0,0,4,5991,2,0,4,14179,-111,0
40744132,false,1,1787,0,0,0,0,4,5991,2,0,4,14179,-111,0
40754134,false,1,1781,0,0,0,0,4,5991,2,0,4,14179,-111,0
40764134,false,1,1778,0,0,0,0,4,5991,2,0,4,14179,-111,0
40774135,false,1,1766,0,0,0,0,4,5991,2,0,4,14179,-111,0
40784136,false,1,1764,0,0,0,0,4,5991,2,0,4,14179,-111,0
40794138,false,1,1748,0,0,0,0,4,5991,2,0,4,14179,-111,0
40804135,false,1,1743,0,0,0,0,4,5991,2,0,4,14179,-111,0
40814136,false,1,1739,0,0,0,0,4,5991,2,0,4,14179,-111,0
40824137,false,1,1746,0,0,0,0,4,5991,2,0,4,14179,-111,0
40834132,false,1,1751,0,0,0,0,4,5991,2,0,4,14179,-111,0
40844135,false,1,1772,0,0,0,0,4,5991,2,0,4,14179,-111,0
40854136,false,1,1781,0,0,0,0,4,5991,2,0,4,14179,-111,0
40864136,false,1,1790,0,0,0,0,4,5991,2,0,4,14179,-111,0
40874138,false,1,1804,0,0,0,0,4,5991,2,0,4,14179,-111,0
40884132,false,1,1809,0,0,0,0,4,5991,2,0,4,14179,-111,0
40894132,false,1,1812,0,0,0,0,4,5991,2,0,4,14179,-111,0
40904132,false,1,1813,0,0,0,0,4,5991,2,0,4,14179,-111,0
40914132,false,1,1816,0,0,0,0,4,5991,2,0,4,14179,-111,0
40924134,false,1,1816,0,0,0,0,4,5991,2,0,4,14179,-111,0
40934136,false,1,1819,0,0,0,0,4,5991,2,0,4,14179,-111,0
40944132,false,1,1822,0,0,0,0,4,5991,2,0,4,14179,-111,0
40954133,false,1,1828,0,0,0,0,4,5991,2,0,4,14179,-111,0
40964135,false,1,1834,0,0,0,0,4,5991,2,0,4,14179,-111,0
40974135,false,1,1840,0,0,0,0,4,5991,2,0,4,14179,-111,0
40984137,false,1,1852,0,0,0,0,4,5991,2,0,4,14179,-111,0
40994135,false,1,1856,0,0,0,0,4,5991,2,0,4,14179,-111,0
