time,engineEngaged,engineState,engineSpeed,enginePID,engineP,engineI,engineD,primaryState,primaryEnc,primaryLC,primaryPID,secondaryState,secondaryEnc,secondaryLC,secondaryPID
68084138,false,1,1829,0,0,0,0,4,5995,1,0,4,12274,-119,0
68094138,false,1,1827,0,0,0,0,4,5995,1,0,4,12274,-119,0
68104133,false,1,1821,0,0,0,0,4,5995,1,0,4,12274,-119,0
68114134,false,1,1817,0,0,0,0,4,5995,1,0,4,12274,-119,0
68124136,false,1,1815,0,0,0,0,4,5995,1,0,4,12274,-119,0
68134138,false,1,1816,0,0,0,0,4,5995,1,0,4,12274,-119,0
68144138,false,1,1812,0,0,0,0,4,5995,1,0,4,12274,-119,0
68154134,false,1,1812,0,0,0,0,4,5995,1,0,4,12274,-119,0
68164138,false,1,1813,0,0,0,0,4,5995,1,0,4,12274,-119,0
68174138,false,1,1813,0,0,0,0,4,5995,1,0,4,12274,-119,0
68184132,false,1,1813,0,0,0,0,4,5995,1,0,4,12274,-119,0
68194133,false,1,1813,0,0,0,0,4,5995,1,0,4,12274,-119,0
68204135,false,1,1814,0,0,0,0,4,5995,1,0,4,12274,-119,0
68214136,false,1,1809,0,0,0,0,4,5995,1,0,4,12274,-119,0
68224132,false,1,1803,0,0,0,0,4,5995,1,0,4,12274,-119,0
68234133,false,1,1799,0,0,0,0,4,5995,1,0,4,12274,-119,0
68244133,false,1,1792,0,0,0,0,4,5995,1,0,4,12274,-119,0
68254135,false,1,1784,0,0,0,0,4,5995,1,0,4,12274,-119,0
68264133,false,1,1775,0,0,0,0,4,5995,1,0,4,12274,-119,0
68274133,false,1,1771,0,0,0,0,4,5995,1,0,4,12274,-119,0
68284134,false,1,1772,0,0,0,0,4,5995,1,0,4,12274,-119,0
68294134,false,1,1774,0,0,0,0,4,5995,1,0,4,12274,-119,0
68304137,false,1,1774,0,0,0,0,4,5995,1,0,4,12274,-119,0
68314139,false,1,1777,0,0,0,0,4,5995,1,0,4,12274,-119,0
68324133,false,1,1777,0,0,0,0,4,5995,1,0,4,12274,-119,0
68334133,false,1,1781,0,0,0,0,4,5995,1,0,4,12274,-119,0
68344134,false,1,1784,0,0,0,0,4,5995,1,0,4,12274,-119,0
68354133,false,1,1795,0,0,0,0,4,5995,1,0,4,12274,-119,0
68364134,false,1,1802,0,0,0,0,4,5995,1,0,4,12274,-119,0
68374134,false,1,1811,0,0,0,0,4,5995,1,0,4,12274,-119,0
68384135,false,1,1815,0,0,0,0,4,5995,1,0,4,12274,-119,0
68394136,false,1,1820,0,0,0,0,4,5995,1,0,4,12274,-119,0
68404132,false,1,1830,0,0,0,0,4,5995,1,0,4,12274,-119,0
68414134,false,1,1832,0,0,0,0,4,5995,1,0,4,12274,-119,0
68424136,false,1,1829,0,0,0,0,4,5995,1,0,4,12274,-119,0
68434136,false,1,1827,0,0,0,0,4,5995,1,0,4,12274,-119,0
68444134,false,1,1827,0,0,0,0,4,5995,1,0,4,12274,-119,0
68454135,false,1,1826,0,0,0,0,4,5995,1,0,4,12274,-119,0
68464136,false,1,1824,0,0,0,0,4,5995,1,0,4,12274,-119,0
68474137,false,1,1824,0,0,0,0,4,5995,1,0,4,12274,-119,0
68484138,false,1,1817,0,0,0,0,4,5995,1,0,4,12274,-119,0
68494133,false,1,1809,0,0,0,0,4,5995,1,0,4,12274,-119,0
68504136,false,1,1802,0,0,0,0,4,5995,1,0,4,12274,-119,0
68514136,false,1,1797,0,0,0,0,4,5995,1,0,4,12274,-119,0
68524137,false,1,1791,0,0,0,0,4,5995,1,0,4,12274,-119,0
68534134,false,1,1785,0,0,0,0,4,5995,1,0,4,12274,-119,0
68544135,false,1,1781,0,0,0,0,4,5995,1,0,4,12274,-119,0
68554137,false,1,1773,0,0,0,0,4,5995,1,0,4,12274,-119,0
68564138,false,1,1768,0,0,0,0,4,5995,1,0,4,12274,-119,0
68574132,false,1,1765,0,0,0,0,4,5995,1,0,4,12274,-119,0
68584133,false,1,1763,0,0,0,0,4,5995,1,0,4,12274,-119,0
