time,engineEngaged,engineState,engineSpeed,enginePID,engineP,engineI,engineD,primaryState,primaryEnc,primaryLC,primaryPID,secondaryState,secondaryEnc,secondaryLC,secondaryPID
14004134,false,1,1799,0,0,0,0,4,5994,1,0,4,14550,-116,20
14014135,false,1,1799,0,0,0,0,4,5994,1,0,4,14550,-117,19
14024136,false,1,1798,0,0,0,0,4,5994,1,0,4,14550,-117,19
14034134,false,1,1796,0,0,0,0,4,5994,1,0,4,14551,-117,18
14044136,false,1,1793,0,0,0,0,4,5994,1,0,4,14552,-117,18
14054134,false,1,1790,0,0,0,0,4,5994,1,0,4,14553,-117,18
14064136,false,1,1788,0,0,0,0,4,5994,1,0,4,14554,-117,17
14074133,false,1,1789,0,0,0,0,4,5994,1,0,4,14556,-117,17
14084134,false,1,1790,0,0,0,0,4,5994,1,0,4,14556,-117,17
14094135,false,1,1793,0,0,0,0,4,5994,1,0,4,14557,-117,16
14104134,false,1,1795,0,0,0,0,4,5994,1,0,4,14558,-117,16
14114136,false,1,1794,0,0,0,0,4,5994,1,0,4,14559,-117,16
14124134,false,1,1796,0,0,0,0,4,5994,1,0,4,14559,-117,15
14134136,false,1,1798,0,0,0,0,4,5994,1,0,4,14560,-117,15
14144137,false,1,1799,0,0,0,0,4,5994,1,0,4,14560,-117,15
14154138,false,1,1798,0,0,0,0,4,5994,1,0,4,14560,-117,14
14164133,false,1,1796,0,0,0,0,4,5994,1,0,4,14560,-117,14
14174136,false,1,1796,0,0,0,0,4,5994,1,0,4,14561,-117,14
14184136,false,1,1795,0,0,0,0,4,5994,1,0,4,14561,-117,13
14194138,false,1,1794,0,0,0,0,4,5994,1,0,4,14561,-118,13
14204134,false,1,1793,0,0,0,0,4,5994,1,0,4,14562,-118,12
14214134,false,1,1792,0,0,0,0,4,5994,1,0,4,14563,-118,12
14224135,false,1,1792,0,0,0,0,4,5994,1,0,4,14563,-118,12
14234136,false,1,1792,0,0,0,0,4,5994,1,0,4,14564,-118,11
14244138,false,1,1790,0,0,0,0,4,5994,1,0,4,14564,-118,11
14254133,false,1,1789,0,0,0,0,4,5994,1,0,4,14565,-118,11
14264138,false,1,1788,0,0,0,0,4,5994,1,0,4,14566,-118,10
14274133,false,1,1787,0,0,0,0,4,5994,1,0,4,14567,-118,10
14284136,false,1,1786,0,0,0,0,4,5994,1,0,4,14568,-118,10
14294136,false,1,1785,0,0,0,0,4,5994,1,0,4,14568,-118,9
14304134,false,1,1781,0,0,0,0,4,5994,1,0,4,14568,-118,9
14314136,false,1,1780,0,0,0,0,4,5994,1,0,4,14568,-118,9
14324136,false,1,1777,0,0,0,0,4,5994,1,0,4,14568,-118,8
14334137,false,1,1779,0,0,0,0,4,5994,1,0,4,14568,-118,8
14344137,false,1,1782,0,0,0,0,4,5994,1,0,4,14568,-118,8
14354138,false,1,1787,0,0,0,0,4,5994,1,0,4,14568,-118,7
14364134,false,1,1798,0,0,0,0,4,5994,1,0,4,14568,-118,7
14374135,false,1,1804,0,0,0,0,4,5994,1,0,4,14568,-118,7
14384137,false,1,1808,0,0,0,0,4,5994,1,0,4,14568,-119,6
14394138,false,1,1814,0,0,0,0,4,5994,1,0,4,14568,-119,6
14404135,false,1,1817,0,0,0,0,4,5994,1,0,4,14568,-119,5
14414137,false,1,1823,0,0,0,0,4,5994,1,0,4,14568,-119,5
14424132,false,1,1822,0,0,0,0,4,5994,1,0,4,14568,-119,5
14434133,false,1,1824,0,0,0,0,4,5994,1,0,4,14568,-119,4
14444133,false,1,1827,0,0,0,0,4,5994,1,0,4,14568,-119,4
14454136,false,1,1830,0,0,0,0,4,5994,1,0,4,14567,-119,3
14464137,false,1,1833,0,0,0,0,4,5994,1,0,4,14567,-119,3
14474132,false,1,1830,0,0,0,0,4,5994,1,0,4,14567,-119,3
14484133,false,1,1830,0,0,0,0,4,5994,1,0,4,14567,-119,2
14494138,false,1,1829,0,0,0,0,4,5994,1,0,4,14567,-119,2
14504135,false,1,1828,0,0,0,0,4,5994,1,0,4,14566,-119,2
14514136,false,1,1825,0,0,0,0,4,5994,1,0,4,14566,-119,1
14524136,false,1,1826,0,0,0,0,4,5994,1,0,4,14566,-119,1
14534138,false,1,1822,0,0,0,0,4,5994,1,0,4,14565,-119,1
14544132,false,1,1824,0,0,0,0,4,5994,1,0,4,14565,-119,0
14554135,false,1,1817,0,0,0,0,4,5994,1,0,4,14564,-119,0
14564138,false,1,1814,0,0,0,0,4,5994,1,0,4,14564,-119,0
14574132,false,1,1809,0,0,0,0,4,5994,1,0,4,14564,-119,0
14584136,false,1,1806,0,0,0,0,4,5994,1,0,4,14564,-119,0
14594137,false,1,1802,0,0,0,0,4,5994,1,0,4,14564,-119,0
14604133,false,1,1802,0,0,0,0,4,5994,1,0,4,14564,-119,0
14614133,false,1,1805,0,0,0,0,4,5994,1,0,4,14564,-119,0
14624134,false,1,1808,0,0,0,0,4,5994,1,0,4,14564,-119,0
14634134,false,1,1813,0,0,0,0,4,5994,1,0,4,14564,-119,0
14644137,false,1,1819,0,0,0,0,4,5994,1,0,4,14564,-119,0
14654132,false,1,1822,0,0,0,0,4,5994,1,0,4,14564,-119,0
14664133,false,1,1822,0,0,0,0,4,5994,1,0,4,14564,-119,0
14674136,false,1,1821,0,0,0,0,4,5994,1,0,4,14564,-119,0
14684137,false,1,1816,0,0,0,0,4,5994,1,0,4,14564,-119,0
14694133,false,1,1805,0,0,0,0,4,5994,1,0,4,14564,-119,0
14704133,false,1,1801,0,0,0,0,4,5994,1,0,4,14564,-119,0
14714134,false,1,1796,0,0,0,0,4,5994,1,0,4,14564,-119,0
14724135,false,1,1792,0,0,0,0,4,5994,1,0,4,14564,-119,0
14734136,false,1,1786,0,0,0,0,4,5994,1,0,4,14564,-119,0
14744133,false,1,1788,0,0,0,0,4,5994,1,0,4,14564,-119,0
14754133,false,1,1789,0,0,0,0,4,5994,1,0,4,14564,-119,0
14764134,false,1,1789,0,0,0,0,4,5994,1,0,4,14564,-119,0
14774134,false,1,1791,0,0,0,0,4,5994,1,0,4,14564,-119,0
