time,engineEngaged,engineState,engineSpeed,enginePID,engineP,engineI,engineD,primaryState,primaryEnc,primaryLC,primaryPID,secondaryState,secondaryEnc,secondaryLC,secondaryPID
74394132,false,1,1796,0,0,0,0,4,5990,1,0,4,11456,-106,0
74404133,false,1,1802,0,0,0,0,4,5990,1,0,4,11456,-106,0
74414135,false,1,1806,0,0,0,0,4,5990,1,0,4,11456,-106,0
74424137,false,1,1807,0,0,0,0,4,5990,1,0,4,11456,-106,0
74434138,false,1,1812,0,0,0,0,4,5990,1,0,4,11456,-106,0
74444132,false,1,1809,0,0,0,0,4,5990,1,0,4,11456,-106,0
74454135,false,1,1813,0,0,0,0,4,5990,1,0,4,11456,-106,0
74464136,false,1,1810,0,0,0,0,4,5990,1,0,4,11456,-106,0
74474137,false,1,1809,0,0,0,0,4,5990,1,0,4,11456,-106,0
74484133,false,1,1812,0,0,0,0,4,5990,1,0,4,11456,-106,0
74494133,false,1,1811,0,0,0,0,4,5990,1,0,4,11456,-106,0
74504136,false,1,1812,0,0,0,0,4,5990,1,0,4,11456,-106,0
74514137,false,1,1814,0,0,0,0,4,5990,1,0,4,11456,-106,0
74524137,false,1,1813,0,0,0,0,4,5990,1,0,4,11456,-106,0
74534138,false,1,1816,0,0,0,0,4,5990,1,0,4,11456,-106,0
74544136,false,1,1817,0,0,0,0,4,5990,1,0,4,11456,-106,0
74554137,false,1,1820,0,0,0,0,4,5990,1,0,4,11456,-106,0
74564138,false,1,1819,0,0,0,0,4,5990,1,0,4,11456,-106,0
74574132,false,1,1816,0,0,0,0,4,5990,1,0,4,11456,-106,0
74584135,false,1,1810,0,0,0,0,4,5990,1,0,4,11456,-106,0
74594137,false,1,1811,0,0,0,0,4,5990,1,0,4,11456,-106,0
74604138,false,1,1807,0,0,0,0,4,5990,1,0,4,11456,-106,0
74614132,false,1,1807,0,0,0,0,4,5990,1,0,4,11456,-106,0
74624132,false,1,1802,0,0,0,0,4,5990,1,0,4,11456,-106,0
74634135,false,1,1801,0,0,0,0,4,5990,1,0,4,11456,-106,0
74644132,false,1,1803,0,0,0,0,4,5990,1,0,4,11456,-106,0
74654132,false,1,1806,0,0,0,0,4,5990,1,0,4,11456,-106,0
74664134,false,1,1805,0,0,0,0,4,5990,1,0,4,11456,-106,0
74674137,false,1,1807,0,0,0,0,4,5990,1,0,4,11456,-106,0
74684132,false,1,1809,0,0,0,0,4,5990,1,0,4,11456,-106,0
74694134,false,1,1812,0,0,0,0,4,5990,1,0,4,11456,-106,0
74704135,false,1,1813,0,0,0,0,4,5990,1,0,4,11456,-106,0
74714135,false,1,1812,0,0,0,0,4,5990,1,0,4,11456,-106,0
74724137,false,1,1815,0,0,0,0,4,5990,1,0,4,11456,-106,0
74734135,false,1,1817,0,0,0,0,4,5990,1,0,4,11456,-106,0
74744136,false,1,1820,0,0,0,0,4,5990,1,0,4,11456,-106,0
74754136,false,1,1817,0,0,0,0,4,5990,1,0,4,11456,-106,0
74764136,false,1,1819,0,0,0,0,4,5990,1,0,4,11456,-106,0
74774138,false,1,1820,0,0,0,0,4,5990,1,0,4,11456,-106,0
74784134,false,1,1815,0,0,0,0,4,5990,1,0,4,11456,-106,0
74794135,false,1,1816,0,0,0,0,4,5990,1,0,4,11456,-106,0
