time,engineEngaged,engineState,engineSpeed,enginePID,engineP,engineI,engineD,primaryState,primaryEnc,primaryLC,primaryPID,secondaryState,secondaryEnc,secondaryLC,secondaryPID
142294140,true,2,3236,100,26,92,0,4,8075,107,-1,4,34964,-159,9
142304140,true,2,3241,100,25,92,0,4,8075,107,-1,4,34964,-159,9
142314134,true,2,3236,100,26,92,0,4,8074,107,-1,4,34965,-159,9
142324134,true,2,3238,100,26,92,0,4,8074,107,-1,4,34965,-159,9
142334139,true,2,3236,100,26,92,0,4,8074,107,-1,4,34965,-159,9
142344138,true,2,3233,100,26,92,0,4,8074,107,-1,4,34965,-159,9
142354139,true,2,3232,100,26,92,0,4,8074,107,-1,4,34965,-159,9
142364139,true,2,3229,100,27,92,0,4,8074,107,-1,4,34966,-159,9
142374136,true,2,3234,100,26,92,0,4,8074,108,-1,4,34966,-159,9
142384135,true,2,3231,100,26,92,0,4,8074,108,-1,4,34966,-159,9
142394138,true,2,3233,100,26,92,0,4,8074,108,-1,4,34966,-159,9
142404137,true,2,3240,100,26,92,0,4,8073,108,-1,4,34966,-159,9
142414138,true,2,3234,100,26,92,0,4,8073,108,-1,4,34966,-159,9
142424139,true,2,3231,100,26,92,0,4,8073,108,-1,4,34967,-159,8
142434138,true,2,3231,100,26,92,0,4,8073,108,-1,4,34967,-159,8
142444138,true,2,3229,100,27,92,0,4,8072,108,-1,4,34967,-159,8
142454137,true,2,3227,100,27,92,0,4,8072,108,-1,4,34967,-159,8
142464137,true,2,3230,100,27,92,0,4,8072,108,-1,4,34967,-159,8
142474136,true,2,3233,100,26,92,0,4,8072,108,-1,4,34967,-159,8
142484141,true,2,3231,100,26,92,0,4,8072,108,-1,4,34967,-159,8
142494135,true,2,3231,100,26,92,0,4,8071,108,-1,4,34967,-159,8
142504133,true,2,3223,100,27,92,0,4,8071,108,-1,4,34967,-159,8
142514135,true,2,3229,100,27,92,0,4,8071,108,-1,4,34967,-159,8
142524135,true,2,3227,100,27,92,0,4,8071,108,-1,4,34968,-159,8
142534136,true,2,3222,100,27,92,0,4,8070,108,-1,4,34968,-159,8
142544135,true,2,3225,100,27,92,0,4,8070,108,-1,4,34968,-159,8
142554134,true,2,3221,100,27,92,0,4,8070,106,-1,4,34968,-159,8
142564135,true,2,3222,100,27,92,0,4,8070,106,-1,4,34968,-159,8
142574140,true,2,3219,100,28,92,0,4,8069,106,-1,4,34968,-159,8
142584139,true,2,3225,100,27,92,0,4,8069,106,-1,4,34968,-159,8
142594139,true,2,3230,100,27,92,0,4,8068,106,-1,4,34968,-159,8
142604134,true,2,3227,100,27,92,0,4,8068,106,-1,4,34969,-159,8
142614134,true,2,3231,100,26,92,0,4,8068,106,-1,4,34969,-159,8
142624136,true,2,3225,100,27,92,0,4,8067,106,-1,4,34969,-159,8
142634137,true,2,3229,100,27,92,0,4,8067,106,-1,4,34969,-159,8
142644135,true,2,3220,100,28,92,0,4,8067,106,-1,4,34969,-159,8
142654135,true,2,3217,100,28,92,0,4,8067,106,-1,4,34969,-159,8
142664138,true,2,3217,100,28,92,0,4,8067,106,-1,4,34969,-159,8
142674138,true,2,3211,100,28,92,0,4,8067,106,-1,4,34969,-159,8
142684141,true,2,3217,100,28,92,0,4,8066,106,-1,4,34970,-159,8
142694140,true,2,3215,100,28,92,0,4,8066,106,-1,4,34970,-159,8
142704140,true,2,3220,100,28,92,0,4,8066,106,-1,4,34970,-159,8
142714138,true,2,3218,100,28,92,0,4,8066,106,-1,4,34970,-159,8
142724140,true,2,3214,100,28,92,0,4,8065,106,-1,4,34970,-159,8
142734138,true,2,3216,100,28,92,0,4,8065,106,-1,4,34970,-159,8
142744138,true,2,3211,100,28,92,0,4,8065,105,-1,4,34970,-159,8
142754134,true,2,3213,100,28,92,0,4,8065,105,-1,4,34970,-160,8
142764137,true,2,3215,100,28,92,0,4,8064,105,-1,4,34970,-160,8
142774137,true,2,3212,100,28,92,0,4,8064,105,-1,4,34970,-160,8
142784135,true,2,3215,100,28,92,0,4,8064,105,-1,4,34970,-160,8
142794138,true,2,3215,100,28,92,0,4,8063,105,-1,4,34971,-160,8
142804136,true,2,3213,100,28,92,0,4,8063,105,-1,4,34971,-160,8
142814135,true,2,3218,100,28,92,0,4,8063,105,-1,4,34971,-160,8
142824134,true,2,3211,100,28,92,0,4,8063,105,-1,4,34971,-160,8
