time,rwSpeed,eState,eSpeed,ePID,100,0,eD,pState,pEncoder,pLoadCellForce,pMotorCurrent,pControllerOutput,sState,sEncoder,sLoadCellForce,sMotorCurrent,sControllerOutput,sEncoderPID,sLoadCellPID,sLoadCellP,sLoadCellI,sLoadCellD
663964190,0,1,1846,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
663974271,0,1,1860,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
663984180,0,1,1862,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
663994194,0,1,1862,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664004190,0,1,1862,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664014198,0,1,1859,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664024192,0,1,1857,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664034183,0,1,1857,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
664044198,0,1,1857,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664054193,0,1,1854,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664064185,0,1,1852,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664074199,0,1,1854,0,0,0,0,4,5976,1,0,0,4,12194,-58,1,0,693,-100,-11,-88,0
664084192,0,1,1851,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664094183,0,1,1849,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664104195,0,1,1848,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664114187,0,1,1849,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
664124199,0,1,1852,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664134181,0,1,1860,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664144191,0,1,1863,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664154192,0,1,1866,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664164191,0,1,1869,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664174191,0,1,1874,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664184185,0,1,1875,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664194200,0,1,1875,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664204193,0,1,1875,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
664214181,0,1,1878,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664224195,0,1,1879,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664234180,0,1,1879,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664244181,0,1,1877,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664254192,0,1,1872,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664264184,0,1,1863,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664274180,0,1,1857,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664284198,0,1,1851,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664294197,0,1,1845,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664304193,0,1,1842,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664314194,0,1,1847,0,0,0,0,4,5975,1,0,1,4,12194,-58,2,0,693,-100,-11,-88,0
664324193,0,1,1853,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664334182,0,1,1857,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
664344180,0,1,1870,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
664354195,0,1,1878,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664364182,0,1,1883,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664374180,0,1,1885,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664384195,0,1,1884,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664394253,0,1,1885,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664404200,0,1,1884,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664414193,0,1,1885,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664424186,0,1,1885,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664434187,0,1,1881,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664444182,0,1,1880,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664454198,0,1,1878,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664464194,0,1,1873,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664474187,0,1,1869,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664484192,0,1,1867,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664494191,0,1,1866,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664504184,0,1,1873,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664514185,0,1,1879,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664524179,0,1,1884,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664534180,0,1,1895,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664544194,0,1,1900,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664554187,0,1,1905,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664564194,0,1,1906,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664574190,0,1,1897,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664584192,0,1,1894,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664594188,0,1,1891,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664604183,0,1,1887,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664614180,0,1,1878,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664624195,0,1,1880,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
664634193,0,1,1883,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664644184,0,1,1886,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664654196,0,1,1892,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664664179,0,1,1895,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664674196,0,1,1897,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664684196,0,1,1904,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664694187,0,1,1896,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664704181,0,1,1887,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664714197,0,1,1885,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664724189,0,1,1879,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664734183,0,1,1867,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664744198,0,1,1861,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664754192,0,1,1857,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
664764192,0,1,1854,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664774186,0,1,1852,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664784180,0,1,1851,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664794197,0,1,1849,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664804208,0,1,1848,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664814183,0,1,1845,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664824200,0,1,1855,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664834194,0,1,1858,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664844188,0,1,1864,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664854180,0,1,1874,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664864179,0,1,1879,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664874192,0,1,1887,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664884194,0,1,1883,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664894189,0,1,1873,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664904194,0,1,1868,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664914192,0,1,1863,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664924183,0,1,1858,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
664934197,0,1,1853,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
664944188,0,1,1846,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664954223,0,1,1849,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664964182,0,1,1852,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664974188,0,1,1854,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664984192,0,1,1861,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
664994182,0,1,1864,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665004194,0,1,1869,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665014191,0,1,1868,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665024182,0,1,1865,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665034186,0,1,1864,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665044180,0,1,1862,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
665054180,0,1,1860,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665064199,0,1,1856,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
665074184,0,1,1857,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665084193,0,1,1857,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665094183,0,1,1859,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665104261,0,1,1857,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665114179,0,1,1859,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665124194,0,1,1856,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665134190,0,1,1858,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665144181,0,1,1857,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665154186,0,1,1860,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665164182,0,1,1863,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665174198,0,1,1864,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
665184180,0,1,1864,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665194197,0,1,1867,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665204186,0,1,1870,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665214200,0,1,1867,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665224193,0,1,1868,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665234197,0,1,1869,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665244191,0,1,1869,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665254268,0,1,1870,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665264190,0,1,1871,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665274187,0,1,1871,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665284182,0,1,1871,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665294197,0,1,1872,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665304190,0,1,1874,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665314189,0,1,1873,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665324198,0,1,1873,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665334180,0,1,1871,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665344198,0,1,1870,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665354193,0,1,1860,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665364190,0,1,1854,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
665374186,0,1,1851,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665384182,0,1,1849,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
665394198,0,1,1846,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665404268,0,1,1848,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665414189,0,1,1854,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665424181,0,1,1857,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665434197,0,1,1866,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665444193,0,1,1871,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
665454187,0,1,1875,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665464199,0,1,1875,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665474191,0,1,1869,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665484236,0,1,1867,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665494181,0,1,1864,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665504198,0,1,1862,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665514193,0,1,1857,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665524185,0,1,1858,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665534181,0,1,1865,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665544195,0,1,1871,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665554195,0,1,1886,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665564194,0,1,1893,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665574185,0,1,1898,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665584199,0,1,1905,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665594190,0,1,1901,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665604183,0,1,1899,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665614194,0,1,1896,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665624185,0,1,1892,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665634187,0,1,1886,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665644199,0,1,1882,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665654181,0,1,1882,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
665664194,0,1,1886,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665674193,0,1,1889,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
665684193,0,1,1892,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
665694183,0,1,1894,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665704183,0,1,1900,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665714181,0,1,1901,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665724180,0,1,1897,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665734195,0,1,1892,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665744181,0,1,1885,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665754180,0,1,1880,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665764180,0,1,1876,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665774200,0,1,1871,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665784180,0,1,1870,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
665794198,0,1,1871,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665804188,0,1,1871,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665814179,0,1,1871,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665824191,0,1,1872,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665834180,0,1,1874,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665844192,0,1,1870,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665854200,0,1,1866,0,0,0,0,4,5976,1,0,0,4,12194,-58,3,0,693,-100,-11,-88,0
665864196,0,1,1857,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665874194,0,1,1849,0,0,0,0,4,5976,1,0,0,4,12194,-58,1,0,693,-100,-11,-88,0
665884187,0,1,1845,0,0,0,0,4,5975,1,0,1,4,12194,-58,3,0,693,-100,-11,-88,0
665894179,0,1,1838,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665904263,0,1,1834,0,0,0,0,4,5975,1,0,1,4,12194,-58,1,0,693,-100,-11,-88,0
665914189,0,1,1832,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
665924189,0,1,1835,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665934190,0,1,1831,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665944182,0,1,1834,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665954179,0,1,1836,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665964194,0,1,1839,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
665974187,0,1,1842,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
665984199,0,1,1849,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
665994184,0,1,1854,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
666004191,0,1,1866,0,0,0,0,4,5976,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666014188,0,1,1870,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
666024181,0,1,1878,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666034200,0,1,1883,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666044195,0,1,1888,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
666054187,0,1,1889,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666064184,0,1,1890,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666074191,0,1,1893,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
666084189,0,1,1894,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666094189,0,1,1895,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
666104185,0,1,1894,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666114182,0,1,1881,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666124195,0,1,1874,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666134186,0,1,1867,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666144179,0,1,1860,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666154187,0,1,1856,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666164197,0,1,1844,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666174192,0,1,1840,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666184182,0,1,1837,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666194195,0,1,1836,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666204188,0,1,1831,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666214180,0,1,1826,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666224191,0,1,1822,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
666234200,0,1,1823,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
666244188,0,1,1827,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666254187,0,1,1837,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666264182,0,1,1842,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666274194,0,1,1847,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666284187,0,1,1850,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666294181,0,1,1858,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
666304186,0,1,1860,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
666314182,0,1,1858,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
666324184,0,1,1858,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
666334180,0,1,1860,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666344196,0,1,1861,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666354189,0,1,1861,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666364181,0,1,1861,0,0,0,0,4,5975,1,0,1,4,12194,-58,0,0,693,-100,-11,-88,0
666374180,0,1,1860,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666384185,0,1,1859,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666394181,0,1,1857,0,0,0,0,4,5975,1,2,1,4,12194,-58,0,0,693,-100,-11,-88,0
666404179,0,1,1857,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666414187,0,1,1855,0,0,0,0,4,5975,1,1,1,4,12194,-58,0,0,693,-100,-11,-88,0
666424186,0,1,1858,0,0,0,0,4,5976,1,1,0,4,12194,-58,0,0,693,-100,-11,-88,0
666434199,0,1,1863,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666444191,0,1,1870,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666454196,0,1,1883,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666464191,0,1,1890,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
666474185,0,1,1897,0,0,0,0,4,5976,1,0,0,4,12194,-58,0,0,693,-100,-11,-88,0
