time, rwSpeed, eState, eSpeed, ePID, eP, eI, eD, pState, pEncoder, pLoadCellForce, pMotorCurrent, pControllerOutput, sState, sEncoder, sLoadCellForce, sMotorCurrent, sControllerOutput, sEncoderPID, sLoadCellPID, sLoadCellP, sLoadCellI, sLoadCellD, fBrakePressure, rBrakePressure
18755224,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
18765235,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,100,100
18775207,0,1,0,0,0,0,0,3,-3025,-59,14,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18785222,0,1,0,0,0,0,0,3,-3025,-59,14,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18795198,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,22,0,0,0,0,0,0,99,99
18805211,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,20,0,0,0,0,0,0,99,99
18815220,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18825233,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,20,0,0,0,0,0,0,99,100
18835208,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
18845221,0,1,0,0,0,0,0,3,-3025,-59,12,0,3,-1800,71,22,0,0,0,0,0,0,99,100
18855200,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
18865208,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18875224,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,22,0,0,0,0,0,0,99,99
18885199,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18895209,0,1,0,0,0,0,0,3,-3025,-59,12,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18905221,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,22,0,0,0,0,0,0,99,99
18915233,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
18925207,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18935224,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,22,0,0,0,0,0,0,99,100
18945200,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,100,100
18955211,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,100,100
18965226,0,1,0,0,0,0,0,3,-3025,-59,14,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18975203,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18985217,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
18995232,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
19005210,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
19015231,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
19025204,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
19035217,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,100,100
19045231,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,100,100
19055209,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
19065231,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
19075207,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
19085219,0,1,0,0,0,0,0,3,-3025,-59,14,0,3,-1800,71,23,0,0,0,0,0,0,99,99
19095232,0,1,0,0,0,0,0,3,-3025,-59,14,0,3,-1800,71,21,0,0,0,0,0,0,99,99
19105207,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
19115220,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
19125199,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
19135208,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,100
19145225,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,100,100
19155200,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,21,0,0,0,0,0,0,99,99
19165214,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,22,0,0,0,0,0,0,99,99
19175225,0,1,0,0,0,0,0,3,-3025,-59,13,0,3,-1800,71,22,0,0,0,0,0,0,99,99
