time,rwSpeed,eState,eSpeed,ePID,eP,eI,eD,pState,pEncoder,pLoadCellForce,pMotorCurrent,pControllerOutput,sState,sEncoder,sLoadCellForce,sMotorCurrent,sControllerOutput,sEncoderPID,sLoadCellPID,sLoadCellP,sLoadCellI,sLoadCellD
146624179,0,1,1837,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146634179,0,1,1840,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146644196,0,1,1846,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146654196,0,1,1849,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146664194,0,1,1849,0,0,0,0,4,5979,1,0,0,4,12207,-68,0,0,692,-100,-14,-85,0
146674179,0,1,1848,0,0,0,0,4,5979,1,0,0,4,12207,-68,0,0,692,-100,-14,-85,0
146684178,0,1,1849,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146694177,0,1,1849,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146704193,0,1,1850,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146714185,0,1,1851,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146724183,0,1,1843,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146734182,0,1,1839,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146744179,0,1,1832,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146754183,0,1,1826,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
146764182,0,1,1822,0,0,0,0,4,5979,1,0,0,4,12207,-69,0,0,692,-100,-15,-85,0
